date,tvl_usd,symbol,fee_tier,project_contract_address
2024-07-25,103643,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-07-26,107305,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-07-27,107245,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-07-28,106579,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-07-29,109075,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-07-30,107288,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-07-31,105937,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-01,104649,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-02,97161,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-03,95050,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-04,88958,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-05,80021,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-06,81286,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-07,76510,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-08,84125,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-09,84853,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-10,85101,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-11,83584,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-12,88081,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-13,88718,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-14,87240,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-15,84284,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-16,84797,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-17,85187,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-18,86427,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-19,85717,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-20,84435,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-21,85922,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-22,85675,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-23,90251,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-24,89931,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-25,90534,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-26,87788,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-27,80387,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-28,82680,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-29,82439,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-30,82506,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-08-31,82333,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-01,78923,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-02,83106,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-03,80141,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-04,80408,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-05,77366,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-06,72158,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-07,73939,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-08,74910,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-09,76935,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-10,77948,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-11,76590,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-12,77334,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-13,79934,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-14,78942,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-15,76550,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-16,74576,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-17,76571,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-18,76452,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-19,80705,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-20,83306,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-21,84131,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-22,84441,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-23,86409,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-24,86995,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-25,83953,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-26,86068,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-27,88339,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-28,87374,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-29,86771,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-09-30,85022,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-01,80096,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-02,77663,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-03,76766,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-04,79012,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-05,78848,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-06,79293,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-07,79008,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-08,79432,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-09,92374,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-10,92456,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-11,90626,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-12,92409,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-13,92696,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-14,99696,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-15,97555,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-16,98609,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-17,98286,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-18,98585,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-19,99021,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-20,102641,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-21,100128,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-22,98689,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-23,93803,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-24,94629,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-25,91581,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-26,92383,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-27,93511,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-28,95636,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-29,97490,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-30,98954,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-10-31,93686,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-01,93430,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-02,92663,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-03,91544,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-04,89498,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-05,90581,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-06,101684,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-07,107282,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-08,110148,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-09,116585,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-10,118402,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-11,124904,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-12,121854,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-13,117060,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-14,113919,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-15,113973,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-16,115784,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-17,112988,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-18,116057,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-19,113908,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-20,113155,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-21,124210,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-22,121870,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-23,125462,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-24,123623,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-25,123273,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-26,121903,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-27,134627,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-28,132448,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-29,131712,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-11-30,135894,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-01,136486,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-02,132624,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-03,132867,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-04,140809,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-05,139376,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-06,147558,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-07,146384,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-08,146626,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-09,141976,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-10,133297,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-11,140276,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-12,142003,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-13,142598,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-14,140504,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-15,142110,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-16,147054,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-17,141170,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-18,133873,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-19,125467,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-20,126806,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-21,121079,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-22,119947,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-23,125642,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-24,127524,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-25,126830,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-26,121985,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-27,121216,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-28,124386,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-29,121766,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-30,123884,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2024-12-31,121701,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-01,122607,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-02,125557,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-03,132059,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-04,133587,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-05,133080,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-06,134250,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-07,123036,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-08,121559,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-09,117989,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-10,119030,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-11,119483,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-12,117885,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-13,113726,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-14,117368,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-15,124498,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-16,119964,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-17,126241,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-18,119317,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-19,116656,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-20,120467,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-21,121168,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-22,117795,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-23,120479,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-24,120814,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-25,121069,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-26,119607,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-27,115203,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-28,111969,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-29,114292,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-30,118443,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-01-31,119766,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-01,113876,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-02,103977,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-03,104665,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-04,97419,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-05,100102,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-06,97959,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-07,93751,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-08,95636,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-09,95080,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-10,96462,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-11,94342,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-12,99756,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-13,96886,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-14,98720,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-15,97880,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-16,97244,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-17,99531,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-18,96436,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-19,98949,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-20,99226,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-21,96095,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-22,100550,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-23,101909,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-24,92437,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-25,91085,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-26,84990,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-27,83086,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-02-28,80342,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-01,80694,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-02,92259,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-03,78563,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-04,79016,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-05,81361,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-06,80439,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-07,77905,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-08,80054,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-09,73038,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-10,68267,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-11,70624,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-12,69394,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-13,68273,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-14,69999,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-15,70577,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-16,68180,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-17,70186,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-18,69617,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-19,74364,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-20,71685,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-21,71384,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-22,72067,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-23,72159,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-24,75368,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-25,74913,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-26,72608,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-27,72910,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-28,68957,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-29,65882,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-30,65502,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-03-31,66242,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-01,69361,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-02,65240,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-03,65731,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-04,66077,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-05,65201,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-06,57188,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-07,57322,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-08,52730,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-09,60648,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-10,55499,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-11,56983,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-12,59897,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-13,57695,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-14,58774,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-15,57851,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-16,57626,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-17,57506,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-18,57847,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-19,58747,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-20,57394,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-21,57225,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-22,63398,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-23,65281,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
2025-04-24,63761,USDC-WETH,1%,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387
